,norank,superkingdom,kingdom,phylum,subphylum,class,order,family,genus,species,subtree,subtree_rank
KM373203,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Cardiida_2783445,Tellinidae_52798,Limecola_1903274,Limecola balthica_1903275,,phylum
KM233452,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Nibea_215359,Nibea coibor_396775,,class
KX298890,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Turbinidae_63671,Lunella_307060,Lunella granulata_405982,,phylum
MZ645929,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Muricidae_39476,Ocinebrellus_213424,Ocinebrellus inornatus_213425,,phylum
DQ632742,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Hiatellidae_61359,Hiatella_120430,Hiatella arctica_120431,,phylum
KC109779,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Lamprotula_165451,Lamprotula tortuosa_332607,,phylum
KJ577549,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus coruscus_42192,,phylum
OM910821,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Teredinidae_114952,Neoteredo_298171,Neoteredo reynei_298172,,phylum
KX263253,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus nobilis_1519856,,phylum
HM462081,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus trossulus_6551,,phylum
MH198157,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Aeneator_619912,Aeneator elegans_2175170,,phylum
KY705231,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Chelodina_44490,Chelodina mccordi_904177,,subphylum
MH919390,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Acuticosta_165441,Acuticosta chinensis_232576,,phylum
MN967008,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sphyraenidae_27769,Sphyraena_13691,Sphyraena pinguis_392540,,class
DQ472026,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Nautilida_32578,Nautilidae_34571,Nautilus_34572,Nautilus macromphalus_34576,,phylum
KX815961,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,,Myochamidae_228498,Myadora_228499,Myadora brevis_457650,,phylum
MF138911,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Tegulidae_1955470,Tectus_500101,Tectus pyramis_500102,,phylum
MH349359,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Sinanodonta_1069814,Sinanodonta woodiana_1069815,,phylum
EU871630,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Pomatiopsidae_56139,Oncomelania_56140,Oncomelania hupensis_56141,,phylum
DQ991932,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Aplustridae_252545,Hydatina_259631,Hydatina physis_259632,,phylum
KU237287,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Clithon_119399,Clithon retropictum_2094009,,phylum
AJ810455,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Gavialidae_1294635,Tomistoma_184244,Tomistoma schlegelii_184245,,subphylum
GU196685,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Olividae_57613,Amalda_698012,Amalda northlandica_698013,,phylum
MW316792,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Bursidae_74048,Bursa_74049,Bursa rhodostoma_1229231,,phylum
AY497292,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus galloprovincialis_29158,,phylum
KF667529,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Anodonta_47527,Anodonta lucida_1455579,,phylum
KR338956,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Camaenidae_83226,Dolicheulota_1632113,Dolicheulota formosensis_1632114,,phylum
KC768038,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Ostrea_37858,Ostrea lurida_627230,,phylum
DQ080044,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Indotestudo_74919,Indotestudo forstenii_260613,,subphylum
KJ168066,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Moronidae_42148,Dicentrarchus_13488,Dicentrarchus punctatus_94946,,class
KC185404,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Pupillidae_225580,Pupilla_225748,Pupilla muscorum_225749,,phylum
KY779844,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Elseya_44496,Elseya dentata_44497,,subphylum
EU599581,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Plakobranchidae_71492,Elysia_71493,Elysia chlorotica_188477,,phylum
AY687385,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Trionychidae_34907,Pelodiscus_204969,Pelodiscus sinensis_13735,,subphylum
MH346209,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Nassarius_6484,Nassarius foveolatus_1929945,,phylum
JQ286004,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Sciaenops_76339,Sciaenops ocellatus_76340,,class
KY008698,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Architaenioglossa_75116,Ampullariidae_54973,Pomacea_72702,Pomacea bridgesi_72703,,phylum
MF491573,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus felitae_308499,,phylum
KR297248,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Turbinidae_63671,Angaria_335738,Angaria neglecta_1740283,,phylum
KF030968,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Anodonta_47527,Anodonta anatina_143294,,phylum
KY132095,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Urocoptidae_513510,Microceramus_513524,Microceramus pontificus_513540,,phylum
MK714015,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Atrobucca_1003938,Atrobucca nibe_1003939,,class
MT947387,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Calyptogena_6589,Calyptogena rectimargo_1298638,,phylum
FJ915117,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Kinosternidae_34912,Kinosternon_55538,Kinosternon leucostomum_641010,,subphylum
KX263249,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Californiconus_1340065,Californiconus californicus_1736779,,phylum
MW450849,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Teuthida_551290,Ommastrephidae_6626,Eucleoteuthis_309545,Eucleoteuthis luminosa_309546,,phylum
KX108697,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Octopoda_6638,Octopodidae_6647,Amphioctopus_505395,Amphioctopus aegina_515815,,phylum
AM493868,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Osteolaemus_184241,Osteolaemus tetraspis_184242,,subphylum
LC496352,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Nodularia_1830174,Nodularia douglasiae_1830228,,phylum
OM912806,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Mammalia_40674,,Tenrecidae_9369,Potamogale_176118,Potamogale velox_176119,,class
MW408699,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Goniodorididae_71286,Okenia_71367,Okenia hiroi_1505000,,phylum
HQ651067,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,diploid Xenocypris davidi x Megalobrama amblycephala_756765,,order
GU269271,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Paphia_223146,Paphia euglypta_345428,,phylum
LC514194,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Architaenioglossa_75116,Viviparidae_54976,Cipangopaludina_57623,Cipangopaludina japonica_57624,,phylum
AP012226,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Sepiida_551287,Sepiolidae_34531,Semirossia_255024,Semirossia patagonica_1052875,,phylum
MT554040,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Gavialidae_1294635,Tomistoma_184244,Tomistoma schlegelii_184245,,subphylum
MK726305,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Cyprinus carpio haematopterus x Megalobrama amblycephala_2488307,,order
AB271769,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Pectinida_106218,Pectinidae_6566,Mizuhopecten_186466,Mizuhopecten yessoensis_6573,,phylum
MN462591,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Melongenidae_6480,Hemifusus_128487,Hemifusus tuba_128488,,phylum
KX298893,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Turbinidae_63671,Angaria_335738,Angaria delphinus_335739,,phylum
KT826694,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Nassarius_6484,Nassarius conoidalis_1088895,,phylum
MF568515,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Caudofoveata_52919,Chaetodermatida_53693,Chaetodermatidae_53689,Falcidens_370641,Falcidens halanychi_370642,,phylum
MW845829,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Polynemidae_30917,Eleutheronema_210138,Eleutheronema rhadinum_1367094,,class
KP098540,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Lymnaeidae_6521,Radix_55689,Radix auricularia_52793,,phylum
MN251863,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Pseudotolithus_349647,Pseudotolithus elongatus_432167,,class
KF574821,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Cuora_72005,Cuora trifasciata_176192,,subphylum
MG211145,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Penion_128481,Penion mandarinus_620536,,phylum
MN911170,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cephalaspidea_69554,Haminoeidae_114747,Haloa_2510874,Haloa japonica_674295,,phylum
JN398363,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Cardiida_2783445,Psammobiidae_61354,Hiatula_2341033,Hiatula diphos_1125681,,phylum
KP100301,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus platensis_1638601,,phylum
MF491556,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus delanoyae_289024,,phylum
LC596061,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Octopoda_6638,Argonautidae_283088,Argonauta_61686,Argonauta argo_294695,,phylum
MT039230,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Trionychidae_34907,Amyda_161654,Amyda cartilaginea_161655,,subphylum
AP014559,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Pliocardia_1005990,Pliocardia stearnsii_1298639,,phylum
JF284696,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Pomatiopsidae_56139,Oncomelania_56140,Oncomelania hupensis_56141,,phylum
KY649285,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Octopoda_6638,Argonautidae_283088,Argonauta_61686,Argonauta hians_2052491,,phylum
DQ453753,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Mauremys_74925,Mauremys mutica_74926,,subphylum
KY864969,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus pseudonivifer_427607,,phylum
OM910816,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Teredinidae_114952,Kuphus_1049059,Kuphus polythalamius_1049060,,phylum
KU295559,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Octopoda_6638,Octopodidae_6647,Octopus_6643,Octopus bimaculoides_37653,,phylum
LC089038,Ovalentaria incertae sedis_1489909,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacentridae_30863,Premnas_80990,Premnas biaculeatus_80991,,class
MN747116,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Nerita_52927,Nerita japonica_537776,,phylum
KM580067,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Hiatellidae_61359,Panopea_61360,Panopea generosa_1049056,,phylum
MT554034,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Alligatoridae_1294636,Paleosuchus_38657,Paleosuchus trigonatus_38658,,subphylum
DQ991927,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Aplysiida_6497,Aplysiidae_6498,Aplysia_6499,Aplysia dactylomela_144766,,phylum
KM186884,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sillaginidae_30874,Sillago_43257,Sillago indica_1535408,,class
HM014134,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Unio_55836,Unio pictorum_55837,,phylum
MG925057,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Achatinellidae_115910,Partulina_115948,Partulina redfieldi_115954,,phylum
AB355919,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Polynemidae_30917,Polynemus_232320,Polynemus paradiseus_463598,,class
DQ991928,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Aplysiida_6497,Aplysiidae_6498,Aplysia_6499,Aplysia vaccaria_144771,,phylum
KM272949,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Sinanodonta_1069814,Sinanodonta woodiana_1069815,,phylum
MW242817,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Hyriopsis_165449,Hyriopsis bialata_1903487,,phylum
MN400053,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Olividae_57613,Amalda_698012,Amalda novaezelandiae_2878511,,phylum
AP017438,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sillaginidae_30874,Sillago_43257,Sillago japonica_43258,,class
KP100054,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Mauremys_74925,Mauremys rivulata_202460,,subphylum
KM192132,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus trossulus_6551,,phylum
KM114610,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Achatinidae_6528,Lissachatina_2315438,Lissachatina fulica_2315439,,phylum
ON243873,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Geoclemys_260638,Geoclemys hamiltonii_260639,,subphylum
MT410948,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Emydidae_8476,Emys_82167,Emys orbicularis_82168,,subphylum
KT001112,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Centropyge_109718,Centropyge woodheadi_1489734,,class
MH308402,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Mitromorpha_473553,Mitromorpha fischeri_2259836,,phylum
MT554043,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus acutus_48399,,subphylum
OM719697,Chelonoidis nigra species complex_1137846,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Chelonoidis_904181,Chelonoidis becki_106727,,subphylum
MH308390,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Clavatulidae_1088908,Clionella_2259837,Clionella kraussii_2259838,,phylum
EF067858,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Cyclemys_74915,Cyclemys atripons_260631,,subphylum
KP965874,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Holacanthus_75023,Holacanthus ciliaris_75024,,class
MN317133,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Mactridae_6581,Mactra_120569,Mactra quadrangularis_120570,,phylum
OK552681,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Neomphalidae_55004,Lamellomphalus_2013112,Lamellomphalus manusensis_2013113,,phylum
KT951839,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Mauremys_74925,Mauremys nigricans_421224,,subphylum
MF491606,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus trochulus_289051,,phylum
ON018805,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Nacellidae_72685,Cellana_27810,Cellana toreuma_42758,,phylum
MT683848,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Trionychidae_34907,Chitra_171797,Chitra vandijki_227462,,subphylum
LC592406,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Sinanodonta_1069814,Sinanodonta tumens_2706138,,phylum
MK559478,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Semisulcospiridae_584723,Semisulcospira_145881,Semisulcospira gottschei_364287,,phylum
